Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_Margin_Pct,Delivery_Days,Discount_Band,Order_Year,Order_Month,Order_Month_Name,Season,Is_Loss,Margin_Band,Sales_Bucket,Revenue_per_Unit,Profit_per_Unit,Discount_Amount,Ship_Speed
9157,CA-2014-134215,04/08/2014,08/08/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Bangor,Maine,4401,East,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,101.96,2,0,27.5292,27,4,No Discount,2014,8,Aug,Summer,Profit,High (>=20%),Small ($50-200),50.98,13.76,0,Economy
9158,CA-2014-134215,04/08/2014,08/08/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Bangor,Maine,4401,East,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper And Envelopes,259.74,13,0,124.6752,48,4,No Discount,2014,8,Aug,Summer,Profit,High (>=20%),Medium ($200-500),19.98,9.59,0,Economy
9159,CA-2014-134215,04/08/2014,08/08/2014,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Bangor,Maine,4401,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7Gb Dvd-R,255.42,9,0,104.7222,41,4,No Discount,2014,8,Aug,Summer,Profit,High (>=20%),Medium ($200-500),28.38,11.64,0,Economy
9160,CA-2016-118934,09/08/2016,14/08/2016,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Hendersonville,Tennessee,37075,South,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,4.338,3,0.7,-3.0366,-70,5,High (41%+),2016,8,Aug,Summer,Loss,Loss,Micro (<$50),1.45,-1.01,3.04,Economy
9161,CA-2016-118934,09/08/2016,14/08/2016,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Hendersonville,Tennessee,37075,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,11.88,5,0.7,-7.92,-66.67,5,High (41%+),2016,8,Aug,Summer,Loss,Loss,Micro (<$50),2.38,-1.58,8.32,Economy
9162,CA-2016-160108,08/12/2016,12/12/2016,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,54703,Central,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",405.86,7,0,32.4688,8,4,No Discount,2016,12,Dec,Winter,Profit,Low (0-10%),Medium ($200-500),57.98,4.64,0,Economy
9163,CA-2016-160108,08/12/2016,12/12/2016,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,54703,Central,FUR-CH-10002335,Furniture,Chairs,Hon Gueststacker Chair,680.01,3,0,176.8026,26,4,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Large ($500-1K),226.67,58.93,0,Economy
9164,CA-2015-164007,08/06/2015,12/06/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10003433,Technology,Accessories,Maxell 4.7Gb Dvd+R 5/Pack,2.376,3,0.2,0.7425,31.25,4,Low (1-20%),2015,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),0.79,0.25,0.48,Economy
9165,CA-2015-164007,08/06/2015,12/06/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,143.128,2,0.8,-393.602,-275,4,High (41%+),2015,6,Jun,Summer,Loss,Loss,Small ($50-200),71.56,-196.8,114.5,Economy
9166,CA-2016-100300,24/06/2016,26/06/2016,Second Class,MJ-17740,Max Jones,Consumer,United States,San Diego,California,92037,West,TEC-MA-10000984,Technology,Machines,Okidata Mb760 Printer,4476.8,4,0.2,503.64,11.25,2,Low (1-20%),2016,6,Jun,Summer,Profit,Medium (10-20%),XL (>$1K),1119.2,125.91,895.36,Standard
9167,CA-2016-100300,24/06/2016,26/06/2016,Second Class,MJ-17740,Max Jones,Consumer,United States,San Diego,California,92037,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,1,0,50.328,48,2,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Small ($50-200),104.85,50.33,0,Standard
9168,CA-2016-100300,24/06/2016,26/06/2016,Second Class,MJ-17740,Max Jones,Consumer,United States,San Diego,California,92037,West,OFF-AP-10001242,Office Supplies,Appliances,Apc 7 Outlet Network Surgearrest Surge Protector,241.44,3,0,72.432,30,2,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Medium ($200-500),80.48,24.14,0,Standard
9169,CA-2016-140571,15/03/2016,19/03/2016,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Jackson,Mississippi,39212,South,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,319.76,14,0,147.0896,46,4,No Discount,2016,3,Mar,Spring,Profit,High (>=20%),Medium ($200-500),22.84,10.51,0,Economy
9171,US-2016-155768,01/12/2016,01/12/2016,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,93030,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,0,1.598,5,0,No Discount,2016,12,Dec,Winter,Profit,Low (0-10%),Micro (<$50),15.98,0.8,0,Express
9172,US-2016-155768,01/12/2016,01/12/2016,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,93030,West,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,47.9,1,0,22.992,48,0,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),47.9,22.99,0,Express
9173,US-2016-155768,01/12/2016,01/12/2016,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,93030,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94,3,0,222.588,20,0,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),XL (>$1K),370.98,74.2,0,Express
9174,US-2016-155768,01/12/2016,01/12/2016,Same Day,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,93030,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" X 9 1/2"" Security-Tint Envelopes",22.92,3,0,11.2308,49,0,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),7.64,3.74,0,Express
9175,CA-2017-119424,12/06/2017,14/06/2017,Second Class,SB-20185,Sarah Brown,Consumer,United States,Kent,Washington,98031,West,TEC-PH-10002564,Technology,Phones,Otterbox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,8.997,12.5,2,Low (1-20%),2017,6,Jun,Summer,Profit,Medium (10-20%),Small ($50-200),23.99,3,14.4,Standard
9176,CA-2017-119424,12/06/2017,14/06/2017,Second Class,SB-20185,Sarah Brown,Consumer,United States,Kent,Washington,98031,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,19.44,3,0,9.3312,48,2,No Discount,2017,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),6.48,3.11,0,Standard
9177,CA-2016-118178,19/03/2016,24/03/2016,Standard Class,CC-12610,Corey Catlett,Corporate,United States,Nashville,Tennessee,37211,South,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,31.086,3,0.7,-20.724,-66.67,5,High (41%+),2016,3,Mar,Spring,Loss,Loss,Micro (<$50),10.36,-6.91,21.76,Economy
9178,CA-2016-166618,14/11/2016,18/11/2016,Standard Class,DP-13000,Darren Powers,Consumer,United States,New York City,New York,10035,East,TEC-PH-10003356,Technology,Phones,"Smartstand Mobile Device Holder, Assorted Colors",13.98,2,0,3.9144,28,4,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),6.99,1.96,0,Economy
9179,CA-2016-166618,14/11/2016,18/11/2016,Standard Class,DP-13000,Darren Powers,Consumer,United States,New York City,New York,10035,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,1,0,6.149,26,4,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),23.65,6.15,0,Economy
9180,CA-2017-156776,07/08/2017,11/08/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,TEC-PH-10002415,Technology,Phones,Polycom Voicestation 500 Conference Phone,707.88,3,0.2,44.2425,6.25,4,Low (1-20%),2017,8,Aug,Summer,Profit,Low (0-10%),Large ($500-1K),235.96,14.75,141.58,Economy
9181,CA-2017-156776,07/08/2017,11/08/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,3,0.2,4.1832,35,4,Low (1-20%),2017,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),3.98,1.39,2.39,Economy
9182,CA-2017-156776,07/08/2017,11/08/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,OFF-BI-10000216,Office Supplies,Binders,"Mead 1St Gear 2"" Zipper Binder, Asst. Colors",31.128,3,0.2,11.673,37.5,4,Low (1-20%),2017,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),10.38,3.89,6.23,Economy
9183,CA-2017-156776,07/08/2017,11/08/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 Gb Usb 2.0 Flash Drive,55.76,4,0,7.8064,14,4,No Discount,2017,8,Aug,Summer,Profit,Medium (10-20%),Small ($50-200),13.94,1.95,0,Economy
9184,CA-2017-156776,07/08/2017,11/08/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0,11.5432,47,4,No Discount,2017,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),12.28,5.77,0,Economy
9185,CA-2017-156776,07/08/2017,11/08/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0,15.525,30,4,No Discount,2017,8,Aug,Summer,Profit,High (>=20%),Small ($50-200),51.75,15.52,0,Economy
9186,CA-2017-156776,07/08/2017,11/08/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,FUR-CH-10002317,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,1,0.2,25.898,12.5,4,Low (1-20%),2017,8,Aug,Summer,Profit,Medium (10-20%),Medium ($200-500),207.18,25.9,41.44,Economy
9187,CA-2017-156776,07/08/2017,11/08/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,1473.1,5,0,412.468,28,4,No Discount,2017,8,Aug,Summer,Profit,High (>=20%),XL (>$1K),294.62,82.49,0,Economy
9188,US-2015-130512,21/08/2015,25/08/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-SU-10001935,Office Supplies,Supplies,Staple Remover,3.488,2,0.2,-0.6976,-20,4,Low (1-20%),2015,8,Aug,Summer,Loss,Loss,Micro (<$50),1.74,-0.35,0.7,Economy
9189,US-2015-130512,21/08/2015,25/08/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port Usb 2.0 Hub,21.728,4,0.2,3.8024,17.5,4,Low (1-20%),2015,8,Aug,Summer,Profit,Medium (10-20%),Micro (<$50),5.43,0.95,4.35,Economy
9190,US-2015-130512,21/08/2015,25/08/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-ST-10002574,Office Supplies,Storage,"Safco Commercial Wire Shelving, Black",663.072,6,0.2,-165.768,-25,4,Low (1-20%),2015,8,Aug,Summer,Loss,Loss,Large ($500-1K),110.51,-27.63,132.61,Economy
9191,US-2015-130512,21/08/2015,25/08/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-BI-10004519,Office Supplies,Binders,Gbc Docubind P100 Manual Binding Machine,99.588,2,0.7,-82.99,-83.33,4,High (41%+),2015,8,Aug,Summer,Loss,Loss,Small ($50-200),49.79,-41.5,69.71,Economy
9192,US-2015-130512,21/08/2015,25/08/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,49.568,2,0.2,15.49,31.25,4,Low (1-20%),2015,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),24.78,7.74,9.91,Economy
9193,CA-2015-141810,02/11/2015,07/11/2015,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10001524,Office Supplies,Binders,Gbc Premium Transparent Covers With Diagonal Lined Pattern,29.372,7,0.8,-46.9952,-160,5,High (41%+),2015,11,Nov,Fall,Loss,Loss,Micro (<$50),4.2,-6.71,23.5,Economy
9194,CA-2015-141810,02/11/2015,07/11/2015,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10002200,Technology,Phones,Aastra 6757I Ct Wireless Voip Phone,344.704,2,0.2,38.7792,11.25,5,Low (1-20%),2015,11,Nov,Fall,Profit,Medium (10-20%),Medium ($200-500),172.35,19.39,68.94,Economy
9195,CA-2014-146843,30/11/2014,06/12/2014,Standard Class,PB-19150,Philip Brown,Consumer,United States,Avondale,Arizona,85323,West,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,47.992,7,0.2,3.5994,7.5,6,Low (1-20%),2014,11,Nov,Fall,Profit,Low (0-10%),Micro (<$50),6.86,0.51,9.6,Economy
9196,CA-2014-146843,30/11/2014,06/12/2014,Standard Class,PB-19150,Philip Brown,Consumer,United States,Avondale,Arizona,85323,West,TEC-AC-10002550,Technology,Accessories,"Memorex 25Gb 6X Branded Blu-Ray Recordable Disc, 30/Pack",102.24,4,0.2,-16.614,-16.25,6,Low (1-20%),2014,11,Nov,Fall,Loss,Loss,Small ($50-200),25.56,-4.15,20.45,Economy
9197,CA-2014-103310,10/05/2014,15/05/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper And Envelopes,39.96,2,0,19.1808,48,5,No Discount,2014,5,May,Spring,Profit,High (>=20%),Micro (<$50),19.98,9.59,0,Economy
9198,CA-2014-103310,10/05/2014,15/05/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics Db Pro Signal Booster,1432,5,0.2,125.3,8.75,5,Low (1-20%),2014,5,May,Spring,Profit,Low (0-10%),XL (>$1K),286.4,25.06,286.4,Economy
9199,CA-2014-103310,10/05/2014,15/05/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,41.04,6,0,11.0808,27,5,No Discount,2014,5,May,Spring,Profit,High (>=20%),Micro (<$50),6.84,1.85,0,Economy
9200,CA-2014-103310,10/05/2014,15/05/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,256.784,1,0.2,32.098,12.5,5,Low (1-20%),2014,5,May,Spring,Profit,Medium (10-20%),Medium ($200-500),256.78,32.1,51.36,Economy
9201,CA-2016-152688,17/10/2016,20/10/2016,First Class,NR-18550,Nick Radford,Consumer,United States,Perth Amboy,New Jersey,8861,East,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,1,0,12.098,10,3,No Discount,2016,10,Oct,Fall,Profit,Medium (10-20%),Small ($50-200),120.98,12.1,0,Fast
9202,CA-2016-152688,17/10/2016,20/10/2016,First Class,NR-18550,Nick Radford,Consumer,United States,Perth Amboy,New Jersey,8861,East,OFF-BI-10004584,Office Supplies,Binders,Gbc Proclick 150 Presentation Binding System,315.98,1,0,148.5106,47,3,No Discount,2016,10,Oct,Fall,Profit,High (>=20%),Medium ($200-500),315.98,148.51,0,Fast
9203,CA-2016-153836,30/10/2016,03/11/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York,10011,East,OFF-BI-10004817,Office Supplies,Binders,Gbc Personal Velobind Strips,28.752,3,0.2,10.0632,35,4,Low (1-20%),2016,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),9.58,3.35,5.75,Economy
9204,CA-2016-153836,30/10/2016,03/11/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York,10011,East,OFF-AR-10004602,Office Supplies,Art,Boston Ks Multi-Size Manual Pencil Sharpener,114.95,5,0,32.186,28,4,No Discount,2016,10,Oct,Fall,Profit,High (>=20%),Small ($50-200),22.99,6.44,0,Economy
9205,CA-2016-104689,01/12/2016,05/12/2016,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",23.04,8,0,6.912,30,4,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),2.88,0.86,0,Economy
9206,CA-2016-146423,21/04/2016,21/04/2016,Same Day,BT-11680,Brian Thompson,Consumer,United States,Milford,Connecticut,6460,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,0,4.4892,29,0,No Discount,2016,4,Apr,Spring,Profit,High (>=20%),Micro (<$50),5.16,1.5,0,Express
9207,CA-2016-146423,21/04/2016,21/04/2016,Same Day,BT-11680,Brian Thompson,Consumer,United States,Milford,Connecticut,6460,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,51.84,8,0,24.8832,48,0,No Discount,2016,4,Apr,Spring,Profit,High (>=20%),Small ($50-200),6.48,3.11,0,Express
9208,CA-2017-140781,03/08/2017,07/08/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Bloomington,Illinois,61701,Central,TEC-AC-10000682,Technology,Accessories,Kensington K72356Us Mouse-In-A-Box Usb Desktop Mouse,39.816,3,0.2,7.4655,18.75,4,Low (1-20%),2017,8,Aug,Summer,Profit,Medium (10-20%),Micro (<$50),13.27,2.49,7.96,Economy
9209,CA-2017-141747,03/08/2017,08/08/2017,Second Class,SC-20230,Scot Coram,Corporate,United States,Seattle,Washington,98105,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote With Clear Snap-On Lid, Black Granite",16.06,1,0,4.1756,26,5,No Discount,2017,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),16.06,4.18,0,Standard
9210,CA-2017-142776,11/12/2017,14/12/2017,Second Class,RS-19870,Roy Skaria,Home Office,United States,Burlington,Iowa,52601,Central,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,7.28,1,0,3.4944,48,3,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),7.28,3.49,0,Standard
9211,CA-2017-142776,11/12/2017,14/12/2017,Second Class,RS-19870,Roy Skaria,Home Office,United States,Burlington,Iowa,52601,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow Ii Sheet Lifters,5.4,3,0,2.592,48,3,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),1.8,0.86,0,Standard
9212,CA-2015-167479,14/03/2015,19/03/2015,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Roseville,California,95661,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,19.44,3,0,9.3312,48,5,No Discount,2015,3,Mar,Spring,Profit,High (>=20%),Micro (<$50),6.48,3.11,0,Economy
9213,CA-2014-144071,08/12/2014,15/12/2014,Standard Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0,11.1664,28,7,No Discount,2014,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),19.94,5.58,0,Economy
9214,CA-2014-144071,08/12/2014,15/12/2014,Standard Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000758,Furniture,Furnishings,Dax Natural Wood-Tone Poster Frame,79.44,3,0,28.5984,36,7,No Discount,2014,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),26.48,9.53,0,Economy
9215,US-2017-120908,30/09/2017,02/10/2017,First Class,BF-10975,Barbara Fisher,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels For Typewriters With Dispenser Box,20.664,7,0.2,6.9741,33.75,2,Low (1-20%),2017,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),2.95,1,4.13,Fast
9216,CA-2016-152646,21/11/2016,26/11/2016,Standard Class,TH-21235,Tiffany House,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,32.4,5,0,15.552,48,5,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),6.48,3.11,0,Economy
9217,CA-2017-103765,24/11/2017,30/11/2017,Standard Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter For Hepa Air Cleaner, Very Large Room, Hepa Filter",13.762,1,0.8,-24.7716,-180,6,High (41%+),2017,11,Nov,Fall,Loss,Loss,Micro (<$50),13.76,-24.77,11.01,Economy
9218,US-2017-118157,14/11/2017,17/11/2017,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Minneapolis,Minnesota,55407,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,7.4872,49,3,No Discount,2017,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),7.64,3.74,0,Fast
9219,US-2015-164238,16/08/2015,20/08/2015,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,44.688,7,0.2,3.3516,7.5,4,Low (1-20%),2015,8,Aug,Summer,Profit,Low (0-10%),Micro (<$50),6.38,0.48,8.94,Economy
9220,US-2015-164238,16/08/2015,20/08/2015,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library In Landvery Oak,301.47,3,0.5,-204.9996,-68,4,High (41%+),2015,8,Aug,Summer,Loss,Loss,Medium ($200-500),100.49,-68.33,150.74,Economy
9221,CA-2017-103212,13/10/2017,14/10/2017,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-LA-10000248,Office Supplies,Labels,Avery 52,11.07,3,0,5.2029,47,1,No Discount,2017,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),3.69,1.73,0,Fast
9222,CA-2017-103212,13/10/2017,14/10/2017,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1504.52,4,0,346.0396,23,1,No Discount,2017,10,Oct,Fall,Profit,High (>=20%),XL (>$1K),376.13,86.51,0,Fast
9223,CA-2017-103212,13/10/2017,14/10/2017,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,25.92,4,0,12.4416,48,1,No Discount,2017,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),6.48,3.11,0,Fast
9224,CA-2017-121160,04/11/2017,04/11/2017,Same Day,FM-14290,Frank Merwin,Home Office,United States,Bryan,Texas,77803,Central,OFF-BI-10001308,Office Supplies,Binders,Gbc Standard Plastic Binding Systems' Combs,7.536,6,0.8,-13.188,-175,0,High (41%+),2017,11,Nov,Fall,Loss,Loss,Micro (<$50),1.26,-2.2,6.03,Express
9225,CA-2017-121160,04/11/2017,04/11/2017,Same Day,FM-14290,Frank Merwin,Home Office,United States,Bryan,Texas,77803,Central,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,1.408,2,0.8,-2.3232,-165,0,High (41%+),2017,11,Nov,Fall,Loss,Loss,Micro (<$50),0.7,-1.16,1.13,Express
9226,CA-2017-121160,04/11/2017,04/11/2017,Same Day,FM-14290,Frank Merwin,Home Office,United States,Bryan,Texas,77803,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,4.144,4,0.8,-6.4232,-155,0,High (41%+),2017,11,Nov,Fall,Loss,Loss,Micro (<$50),1.04,-1.61,3.32,Express
9227,CA-2017-121160,04/11/2017,04/11/2017,Same Day,FM-14290,Frank Merwin,Home Office,United States,Bryan,Texas,77803,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,52.752,3,0.2,-12.5286,-23.75,0,Low (1-20%),2017,11,Nov,Fall,Loss,Loss,Small ($50-200),17.58,-4.18,10.55,Express
9228,CA-2017-140515,19/03/2017,24/03/2017,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Los Angeles,California,90008,West,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet Surgemaster Power Centers,381.36,7,0,106.7808,28,5,No Discount,2017,3,Mar,Spring,Profit,High (>=20%),Medium ($200-500),54.48,15.25,0,Economy
9229,CA-2014-153619,03/11/2014,03/11/2014,Same Day,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,90049,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,4,0,3.36,50,0,No Discount,2014,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),1.68,0.84,0,Express
9230,CA-2017-133718,23/07/2017,26/07/2017,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10003429,Office Supplies,Binders,"Cardinal Holdit! Binder Insert Strips,Extra Strips",15.192,3,0.2,5.5071,36.25,3,Low (1-20%),2017,7,Jul,Summer,Profit,High (>=20%),Micro (<$50),5.06,1.84,3.04,Fast
9231,CA-2017-133718,23/07/2017,26/07/2017,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. And 88 Bright),58.32,9,0,27.9936,48,3,No Discount,2017,7,Jul,Summer,Profit,High (>=20%),Small ($50-200),6.48,3.11,0,Fast
9232,CA-2014-148383,27/12/2014,31/12/2014,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003650,Office Supplies,Binders,Gbc Docubind 300 Electric Binding Machine,946.764,6,0.7,-694.2936,-73.33,4,High (41%+),2014,12,Dec,Winter,Loss,Loss,Large ($500-1K),157.79,-115.72,662.73,Economy
